-0.006417,-0.015839,0.000633,-0.012197,-0.005244,-0.000864,-0.010727,-0.009078,-0.004636,0.007953,-0.006681,-0.015521,0.007808,0.004482,0.014402,-0.012352,-0.004329,0.001572,-0.005377,-0.005270,0.004472,-0.011902,-0.001616,-0.005653,-0.008739,0.001523,-0.018483,0.015583,0.005404,0.000396,-0.007761,-0.008678,-0.002305,0.005543,-0.010725,0.009949,-0.000225,-0.006645,-0.023280,-0.001505,-0.007461,0.013504,-0.002140,0.007423,0.000213,0.006621,-0.005267,0.004486,0.002695,-0.000062,-0.004230,0.003219,-0.022403,-0.015199,0.003117,-0.015205,-0.018554,0.000836,0.012942,0.008330,-0.006673,-0.026262,0.017583,0.003669,-0.012659,-0.004246,-0.010173,-0.005490,0.008945,-0.002040,-0.000522,0.011481,-0.009136,-0.003297,-0.000969,-0.009243,0.003903,-0.004253,0.002591,-0.013894,0.003262,-0.003103,-0.009861,0.004955,-0.004892,0.000623,-0.011110,-0.003212,-0.016450,0.012568,0.003594,0.004153,0.008384,-0.006313,-0.001666,0.005266,-0.003568,0.002173,-0.009502,0.004733,0.002864,-0.016940,0.001964,-0.011689,-0.009523,-0.008421,-0.010802,-0.021596,-0.000909,-0.006141,0.001547,-0.004529,0.008111,0.015233,-0.012243,-0.013743,-0.018702,0.003025,-0.007090,-0.000574,-0.011994,-0.011350,-0.005936,-0.000866,0.006319,-0.000780,0.002234,-0.015879
-0.005978,-0.007215,-0.028178,-0.006447,0.008501,-0.003770,-0.010506,-0.014460,-0.015608,-0.017067,0.003833,0.019094,0.006008,0.001657,0.000482,0.013002,0.019272,0.011730,0.003499,-0.008144,0.012820,-0.025800,-0.004746,-0.025754,0.003150,-0.002203,0.001722,-0.014745,-0.025351,0.005397,0.006471,0.007702,0.004086,0.006123,-0.021528,-0.011149,0.011500,-0.002744,-0.012769,0.010080,0.009228,-0.001871,0.009030,-0.007272,0.007373,0.018598,0.003155,-0.008464,-0.009985,0.001146,0.000223,0.008289,0.002400,0.011688,-0.015654,0.000497,-0.010926,-0.021526,-0.005868,0.000196,0.000670,0.004093,-0.019540,-0.002112,0.008672,0.010683,-0.004929,-0.019248,0.006045,0.004236,0.002773,-0.026035,-0.009643,0.002425,-0.016808,-0.001655,0.006220,0.002013,0.000997,-0.014729,0.005968,-0.014598,-0.007852,-0.018971,0.015499,0.003705,-0.011503,-0.014871,0.001058,0.015888,0.004012,0.009070,-0.000687,-0.004686,0.011834,0.007710,-0.000889,-0.009084,-0.014222,-0.004522,-0.018134,0.001775,-0.007564,-0.000227,-0.024558,0.002650,0.007069,-0.006347,-0.015250,0.003612,-0.017787,-0.021672,-0.004773,0.025040,0.019123,-0.009655,0.018988,-0.003322,0.001907,-0.012316,-0.006655,-0.017942,0.007381,-0.013082,-0.004051,-0.000829,-0.007616,0.000044
-0.007124,0.012501,-0.011203,0.016270,0.018853,-0.018462,0.006852,0.000492,-0.003351,0.003276,-0.002112,-0.009105,0.002034,-0.000909,-0.014838,-0.018108,-0.002628,-0.022501,-0.010779,-0.006265,0.000571,0.009598,-0.016292,-0.007895,-0.007268,-0.003770,0.007179,0.006659,0.002683,0.013694,0.015636,0.009127,-0.000465,-0.006495,0.002711,0.000877,-0.013514,-0.010214,0.011460,-0.006385,-0.000170,-0.010704,0.008125,0.002498,-0.001696,-0.006964,-0.011658,-0.000019,0.008488,-0.011433,-0.002868,-0.009677,-0.005052,-0.005456,-0.007620,-0.018005,-0.007174,-0.011882,0.019085,-0.003370,0.005438,-0.005978,-0.000922,-0.018577,0.020802,0.000578,0.006844,-0.003302,-0.022746,0.002615,-0.005934,-0.007414,0.002483,-0.011041,0.004492,-0.008196,0.007827,-0.008400,0.025175,-0.008702,0.003188,0.003423,0.001786,-0.013233,-0.006224,-0.005708,0.005438,0.003789,-0.023044,-0.000740,0.004664,0.000715,0.007491,0.006648,0.009435,0.009075,-0.011508,-0.002017,-0.016046,-0.008771,-0.005786,-0.000927,0.012427,-0.004656,-0.007929,-0.010408,-0.010380,-0.015625,-0.003348,0.010413,-0.016546,-0.001755,-0.014013,-0.012584,-0.024588,0.007032,0.006411,0.001762,0.011630,-0.002009,-0.007747,-0.006895,-0.005790,-0.014366,-0.000235,-0.023826,0.024105,0.001683
0.006193,-0.014721,-0.018834,-0.001097,-0.012816,0.000285,-0.001376,-0.000378,-0.002185,-0.000776,0.010016,-0.022775,0.005105,-0.001007,0.012769,-0.002508,0.005232,-0.018368,-0.011489,-0.017046,-0.020038,-0.002684,-0.011105,-0.009028,0.005729,-0.006032,-0.023579,-0.013623,-0.001284,0.001870,-0.009575,0.003885,-0.004080,-0.013065,-0.000147,-0.004057,-0.003301,-0.000853,0.011045,0.000008,0.005605,-0.010405,-0.002635,0.018992,0.007045,0.000679,0.013082,-0.005378,0.011068,-0.015056,-0.014445,-0.012808,0.004618,0.006135,0.001494,0.003426,-0.001825,0.012334,-0.009790,-0.000579,0.009418,-0.001534,-0.006138,0.017140,-0.016849,0.000714,0.011378,0.003553,-0.007505,0.006118,0.004988,-0.004231,-0.009008,0.001432,-0.002343,-0.003766,-0.014098,0.003015,-0.013498,0.018014,0.008210,0.011984,-0.019351,-0.007315,-0.020551,-0.015153,-0.008008,-0.004037,-0.013116,-0.014695,0.008713,0.003875,-0.001709,-0.007021,0.018144,-0.014823,-0.008261,0.000607,0.007008,0.005079,-0.006567,0.002897,0.020567,0.007448,0.007469,-0.000907,-0.002467,-0.009067,-0.005716,-0.006388,-0.008338,0.009598,-0.024866,-0.008414,0.006503,0.018549,0.004805,0.023955,-0.006338,0.002927,-0.006625,-0.003447,-0.007638,-0.021113,0.006563,0.012165,-0.016843,0.003272
-0.004406,-0.014983,-0.015024,-0.000824,-0.010876,-0.005948,-0.007089,-0.010840,-0.004971,-0.007595,0.015777,-0.003486,0.012212,-0.019107,-0.030363,-0.003748,0.009516,0.000240,0.008504,0.009862,-0.014009,-0.009196,-0.004433,0.008201,0.009216,0.004660,-0.015251,0.007779,-0.004224,-0.004553,-0.012016,-0.004132,0.005645,-0.010179,-0.017113,0.006323,-0.012854,0.006710,-0.018201,-0.017391,0.003857,0.001263,0.008243,0.010744,0.005045,-0.023402,-0.010512,0.002982,-0.010850,-0.006944,0.010534,0.002182,-0.018051,-0.008376,-0.009699,-0.000232,-0.010444,-0.001079,-0.005487,-0.003861,0.009577,-0.009260,-0.004893,-0.002059,-0.019527,0.005242,0.014596,0.011270,0.005176,0.008343,-0.011028,-0.007279,-0.028113,-0.010289,-0.021251,0.002603,-0.000402,0.005374,-0.022707,0.006552,0.013248,-0.003450,0.002907,-0.002230,-0.008015,0.016769,0.000136,0.010698,-0.011857,0.004276,-0.002695,0.009598,0.005948,0.009475,-0.010304,-0.004530,-0.001204,-0.001942,-0.019143,0.003066,-0.012095,-0.001152,-0.019808,0.008107,-0.001991,0.002888,-0.009997,0.000162,-0.003002,0.005005,-0.004713,-0.000279,-0.017034,0.003782,-0.013239,0.015406,0.007125,0.015735,0.008885,-0.018507,0.001342,-0.003503,0.011482,-0.008170,-0.004364,-0.015124,-0.004335,-0.007978
0.007159,0.005263,-0.004687,0.002546,0.008227,0.008148,0.008956,0.001079,-0.004846,0.012982,0.002424,0.029528,-0.025162,-0.000206,-0.000948,-0.019200,0.005125,0.009915,-0.021563,-0.017078,0.003552,0.004891,-0.008874,0.004064,-0.008740,-0.000859,-0.001341,0.011401,0.016170,0.002493,-0.002934,-0.000449,-0.006126,0.012748,-0.002758,-0.001385,-0.002202,0.007860,-0.003700,0.004377,0.000240,-0.010810,0.010993,0.002835,-0.014547,0.000050,0.011314,0.011722,0.003696,0.002957,-0.007775,0.009777,0.009619,0.007489,-0.011730,0.001324,0.001056,0.011027,-0.017612,0.005400,0.017411,0.001581,0.012636,-0.002905,-0.007189,0.001681,-0.016065,0.000573,0.003806,-0.006032,-0.023982,-0.006924,-0.004906,-0.007396,0.002216,-0.004055,-0.001274,0.003392,-0.016367,0.012563,0.007022,0.010567,-0.005773,-0.006880,-0.006722,-0.009845,-0.010081,-0.019949,0.004542,-0.019340,-0.013605,-0.009401,-0.010381,0.009296,-0.002890,-0.020704,-0.013506,-0.002662,-0.014871,0.032295,0.002379,0.005720,-0.006820,-0.000754,-0.014833,-0.010076,0.005256,0.004125,0.003280,-0.013641,-0.002373,0.007052,0.014662,-0.006049,-0.001087,0.009631,0.000047,-0.019316,0.011536,0.001739,-0.015759,0.011171,0.000229,0.001388,-0.014091,0.018929,0.005893,-0.004668
-0.009142,0.005164,-0.007740,-0.012338,-0.001921,0.004750,0.004503,-0.005992,-0.017576,-0.016019,0.002284,-0.000945,-0.025120,0.004158,0.016478,-0.011106,0.010974,0.015691,0.006685,0.005617,0.034932,0.010673,-0.000028,-0.001062,-0.012030,0.009064,-0.017262,0.004120,-0.006741,0.010298,-0.006152,0.002195,0.003803,-0.012289,-0.009503,0.012098,-0.006256,-0.003505,-0.004599,-0.004730,0.015078,0.013587,-0.002645,0.003357,-0.000504,0.001837,0.001833,-0.002162,0.022125,0.017877,0.007905,0.010276,0.000116,0.001960,-0.005907,0.004538,-0.013128,0.012320,0.011034,-0.005533,0.007679,0.027661,-0.003298,0.004929,0.001774,-0.004283,-0.011627,0.001954,0.007559,0.014419,0.005082,0.008346,-0.014225,-0.018714,0.002806,0.007144,-0.007771,0.000251,-0.001386,-0.000308,-0.000939,0.000817,0.018253,-0.004250,-0.006433,-0.017443,0.009690,-0.001385,0.004884,-0.008114,-0.007910,0.010641,0.004631,0.012955,-0.015473,0.000042,-0.007439,0.004327,0.003254,-0.024655,-0.010371,0.001597,0.000258,0.018114,0.008678,-0.007413,-0.005894,0.008689,0.005067,0.019149,-0.007574,-0.006150,0.008929,0.009852,0.004151,0.000677,0.006607,-0.011011,-0.006796,0.006590,-0.001127,-0.006703,-0.011461,-0.009980,-0.003947,-0.018584,-0.006205,0.003211
0.013769,-0.000963,0.005621,0.006042,0.007557,-0.001869,-0.002219,-0.013745,-0.013430,-0.013636,0.001319,0.002587,0.007197,-0.005949,0.003832,-0.003222,0.005854,0.005810,0.001821,-0.009489,0.001877,-0.014752,0.007601,0.013767,0.006265,-0.012482,0.019350,-0.000754,-0.002808,-0.008865,-0.010113,-0.015393,0.011666,-0.017129,0.005244,0.020428,0.005678,0.012564,-0.009209,-0.003280,-0.012716,-0.003222,0.006956,0.003542,-0.009730,0.008160,-0.010083,-0.001503,-0.007015,-0.008067,-0.002947,0.006239,0.005487,0.007973,0.003702,0.006509,-0.004227,-0.013333,-0.004775,-0.008785,0.004215,0.004530,-0.005699,0.006805,-0.017569,-0.006015,-0.002492,0.014582,-0.012935,-0.011985,0.008273,0.011105,-0.000541,-0.028459,-0.002585,0.000276,-0.001126,0.004626,-0.012339,-0.014797,0.011726,-0.028931,0.000967,-0.012422,0.003005,0.006990,-0.001908,-0.007472,0.013005,0.000676,-0.004953,-0.006964,-0.004911,-0.006762,0.004130,0.003851,0.009234,0.002975,-0.009869,0.023852,-0.007347,-0.007425,-0.008072,-0.012814,0.008941,-0.001393,0.003543,0.008619,-0.011154,-0.005365,0.011615,0.007949,-0.002355,-0.009469,-0.007145,-0.006183,-0.018746,-0.001744,0.008739,0.018680,0.017090,-0.025780,-0.013099,-0.002195,-0.007174,0.017139,0.013207,0.002977
-0.044652,0.021536,0.006670,0.008749,0.022880,-0.007047,-0.012856,0.011444,0.015556,0.002864,-0.000449,0.000868,0.004698,-0.001418,-0.000296,0.016767,0.009391,0.006172,0.014910,0.009868,-0.002467,0.002205,-0.002076,0.002649,-0.006731,-0.002363,0.010229,-0.017232,-0.003589,0.010477,-0.012091,0.006800,0.001069,-0.009704,-0.006287,-0.015987,0.008431,-0.008697,0.012793,-0.004719,0.004924,-0.002796,-0.012343,0.016472,-0.015581,0.018445,-0.004378,0.016297,-0.017107,0.000856,0.003633,0.009110,0.000591,-0.002617,0.000269,-0.007528,-0.010830,-0.005427,-0.022173,-0.004346,0.010988,0.014869,0.003078,-0.004848,-0.013835,0.013127,-0.021242,-0.006686,-0.006191,0.007717,-0.011967,-0.007280,-0.001637,-0.006475,0.003721,-0.002423,0.000550,-0.006313,0.002121,-0.008643,-0.007424,0.013072,-0.002092,0.001374,-0.001627,-0.009835,0.018406,-0.018048,-0.019180,-0.000856,-0.026002,-0.000841,-0.019978,0.001554,0.003117,-0.011153,-0.005167,-0.014600,0.005006,-0.004070,0.005250,-0.002715,0.009405,-0.009804,-0.023275,-0.006863,0.006136,0.005338,0.012737,0.005149,0.001206,-0.006672,0.006684,-0.010806,0.023091,0.000783,-0.007964,0.014626,-0.008665,-0.005343,-0.004801,-0.011909,0.007129,-0.016705,0.000661,-0.000363,-0.005185,-0.016136
-0.021266,0.010781,0.003792,-0.000346,-0.004647,-0.008633,-0.000224,0.003402,-0.007519,-0.002191,-0.002132,-0.021891,0.006357,0.007261,-0.002323,-0.001399,0.006457,-0.011185,-0.003403,-0.014152,0.015008,-0.024116,-0.006134,-0.001893,-0.007190,-0.007402,0.009679,-0.001079,0.016784,0.008935,-0.000845,0.016802,0.019669,0.008838,-0.006078,0.016395,-0.003140,-0.008992,-0.000398,-0.001602,0.003677,-0.000825,-0.000562,-0.000440,-0.002965,0.010480,-0.015681,-0.021483,0.006374,0.002908,0.005090,-0.006224,-0.000685,0.000700,-0.023255,0.012530,-0.009268,-0.011682,-0.003867,0.011531,-0.005437,0.011450,-0.028234,0.009221,0.004534,0.011477,-0.011132,0.004555,0.017198,-0.015844,-0.007554,-0.000896,-0.005478,0.001627,-0.004803,-0.007934,0.005318,-0.009744,-0.021361,-0.012838,0.005275,0.001730,0.008291,0.002929,-0.019461,-0.017118,-0.022311,0.002937,-0.010395,-0.016046,-0.002585,-0.007940,-0.008207,0.004784,-0.007141,0.000218,0.004208,-0.011248,-0.008160,0.000403,-0.002750,0.001536,0.019552,0.005921,-0.013200,-0.021667,0.003736,0.013933,-0.014061,-0.001545,0.018265,-0.009085,-0.004077,-0.007266,-0.014104,-0.002545,-0.007445,-0.004040,0.002907,0.001728,0.002860,0.003094,-0.004480,0.003479,-0.012240,-0.002002,-0.007682,0.010274
