-0.003926,0.003954,-0.006222,-0.009970,-0.001209,0.008599,0.022779,0.007857,-0.000246,-0.017852,-0.011269,0.012877,0.023686,-0.001622,0.009090,-0.003065,-0.020866,0.014438,0.003375,0.004297,-0.002922,0.009559,-0.005200,-0.018477,-0.004841,-0.010974,0.000786,0.005403,0.014684,0.012473,-0.005149,-0.001294,-0.008464,-0.016477,0.011168,0.012992,-0.006881,-0.006900,-0.003430,-0.004686,-0.028572,0.004801,-0.001585,0.009920,0.027370,0.003654,0.024633,-0.005133,-0.006669
-0.009735,-0.006230,0.002293,0.000527,0.001842,-0.002973,0.000528,0.013297,-0.009587,-0.007230,0.009996,-0.016060,-0.016748,-0.008476,0.005950,-0.013241,0.021805,-0.025322,0.001721,-0.005378,0.004931,0.000483,0.003518,-0.012141,-0.012674,0.013177,0.008290,-0.012287,0.009397,-0.000104,0.002096,0.002304,0.008606,-0.000684,-0.022388,-0.005733,0.008000,0.003781,-0.000962,0.011532,-0.010918,0.010259,-0.006760,0.019389,0.007883,0.015115,-0.009926,-0.000645,-0.014164
0.005333,0.007385,-0.000241,0.014490,-0.018135,0.006410,-0.008584,0.011727,0.000024,-0.016284,-0.003984,0.016604,0.003282,-0.014783,-0.007433,-0.006198,0.014896,-0.000306,0.006044,-0.000197,-0.010133,0.010979,0.004544,-0.006330,-0.000263,0.018939,-0.002079,-0.008188,-0.014145,0.009027,0.006438,0.003130,-0.016013,0.022772,-0.004300,-0.002186,0.020573,-0.007937,-0.010050,0.003951,-0.008304,-0.002303,0.002654,-0.001068,-0.000394,-0.001805,-0.001756,-0.024256,-0.009228
0.003100,0.000641,0.018139,-0.003690,-0.006718,-0.003618,-0.011666,0.024312,0.003780,-0.002161,0.009111,0.019723,0.003594,0.004277,-0.004300,-0.000759,0.007294,-0.012950,-0.002903,0.001733,-0.006187,0.009749,-0.016666,0.008282,0.007274,0.014016,0.025123,-0.000232,-0.007883,0.009119,-0.004055,0.007178,0.009265,-0.001705,0.001972,0.004230,-0.007674,0.019665,0.011260,0.004568,0.002332,0.002755,0.008599,-0.003306,0.008192,-0.017401,0.001255,0.002642,0.008883
-0.000903,0.002619,0.007401,0.001584,-0.007162,-0.003594,-0.006613,-0.008088,-0.010523,-0.017894,-0.005113,0.006546,-0.006452,-0.015479,0.008098,-0.005639,-0.013391,0.007989,0.005209,0.007012,-0.019154,0.004421,-0.006599,0.010259,0.010892,-0.007002,0.013394,-0.007462,0.007349,-0.000374,-0.005775,0.012220,-0.011800,-0.011658,0.003286,0.001615,-0.004212,-0.008512,-0.013621,0.001743,-0.004585,-0.012371,0.007070,-0.005835,-0.005738,0.009624,0.005251,-0.015473,0.020219
0.008620,-0.006723,0.013437,-0.014121,-0.004552,-0.004250,0.016998,-0.003719,-0.010181,0.001184,0.003627,0.009897,0.001725,-0.017713,0.009896,0.002055,-0.009076,-0.011701,-0.018068,0.016850,0.001020,0.007994,-0.004988,-0.017099,0.000235,-0.004266,-0.005803,0.010542,0.003755,0.006624,-0.024811,-0.017705,0.005716,0.003225,0.000737,0.008459,0.002060,-0.010343,-0.005689,0.008095,0.003571,0.003666,0.002295,0.011400,0.001521,0.008517,-0.002170,0.008685,-0.013508
-0.005847,-0.021860,0.001337,0.007618,0.022559,0.000805,0.028466,-0.005678,0.026156,0.001053,-0.006693,0.004080,-0.000407,-0.001959,-0.014054,-0.016931,-0.000960,0.006679,-0.002170,0.004529,0.000286,-0.008989,-0.007230,-0.018907,0.001570,0.009894,0.003333,0.007155,0.015879,-0.013223,0.010612,-0.008418,-0.004219,0.002581,0.002654,0.007002,-0.004081,-0.014363,0.004574,0.003766,0.011695,-0.008727,0.009912,0.008365,0.019619,-0.010121,-0.008362,0.004801,-0.004161
-0.000068,0.002784,0.005121,-0.011124,-0.013284,0.031018,0.004947,0.000478,-0.002907,0.012489,0.005212,0.018396,-0.013114,-0.007224,0.017996,-0.001170,-0.011392,-0.000778,0.005418,0.009736,-0.004644,0.028288,-0.006364,-0.014533,-0.002804,0.007866,-0.007173,0.000174,0.005252,-0.004515,0.017085,0.021735,0.004038,0.004825,-0.000305,0.016228,0.009755,-0.006296,0.017675,0.017330,-0.012130,-0.003389,0.008364,0.001635,0.006688,0.001446,0.000379,0.006176,-0.000118
0.010134,-0.006753,-0.002658,0.002881,-0.011989,0.002842,0.018244,0.007500,0.003179,0.002842,-0.013603,0.004551,-0.004754,0.001513,-0.000710,-0.008608,0.009504,0.000058,-0.007115,0.010739,0.012148,-0.003202,-0.000682,0.001403,-0.013192,0.001952,0.010439,0.014183,-0.018865,-0.032192,0.003826,0.003501,0.012952,0.021040,-0.000901,-0.006649,-0.001495,-0.013550,-0.006204,0.002126,-0.011758,0.004491,0.004375,-0.011513,0.000563,-0.001150,0.023666,0.007361,-0.016845
0.003369,-0.001746,-0.003530,-0.009222,0.002925,-0.011244,0.002623,0.000954,-0.009158,-0.013711,-0.002259,-0.012559,-0.006424,-0.009923,0.000538,-0.011618,0.001265,0.007017,-0.000884,-0.008286,0.013127,0.022934,-0.004611,-0.004218,-0.001253,-0.005973,0.006367,-0.001906,-0.012721,-0.014391,0.016063,0.018809,-0.010065,-0.018557,0.001375,-0.000310,0.010445,0.012091,-0.001855,0.015335,-0.004491,0.000138,0.006912,-0.000863,0.004305,0.000017,0.007203,0.001327,0.004062
-0.003789,-0.001860,0.001523,0.002363,-0.020675,0.009877,-0.001928,-0.005293,0.003109,-0.004723,-0.004036,0.001109,-0.001988,-0.025654,-0.009493,0.001009,0.030894,-0.001792,0.001727,0.022451,-0.014667,-0.013371,0.006658,-0.008406,0.011999,-0.003233,-0.014987,0.007887,-0.000649,-0.017847,0.001419,-0.004854,-0.012345,0.004958,0.000321,-0.014825,0.000874,0.010166,-0.005291,0.014879,0.005713,-0.002006,-0.016285,0.010328,0.006815,0.003533,0.001655,-0.000803,-0.031289
-0.004719,0.008581,-0.002280,-0.010765,-0.001241,-0.016539,-0.000410,0.003552,-0.020540,-0.008603,-0.002676,0.010915,0.000713,0.001813,0.002180,-0.007294,-0.005226,0.006335,0.003305,0.005301,-0.010933,-0.001523,-0.001342,-0.003767,0.008225,-0.020899,-0.000333,-0.014615,-0.006249,0.001943,0.007257,-0.013121,0.010918,0.016085,-0.004180,0.002956,0.005529,0.009568,-0.006049,-0.013164,-0.018606,0.015416,-0.009464,0.007339,0.011827,0.008450,0.010136,-0.001514,-0.009838
-0.035106,0.007910,-0.006276,-0.003246,-0.017987,-0.011446,0.000724,-0.006837,0.011827,0.008797,-0.005006,-0.019124,0.002129,0.011499,0.002308,-0.006434,0.008947,0.000697,0.009423,-0.010353,0.014452,0.007696,0.014960,-0.003256,0.008276,-0.017159,0.005794,0.003373,-0.013592,0.000839,-0.013071,-0.014814,0.010757,0.007354,0.000161,0.006890,0.020289,-0.006843,0.018439,-0.006018,-0.013277,0.005144,0.015244,0.006228,-0.010773,-0.013371,0.000339,0.014539,0.007535
-0.008887,-0.021776,0.001120,-0.000620,0.000788,-0.006285,-0.003361,-0.003390,-0.011828,-0.001187,-0.003635,0.004988,0.004618,0.002392,0.006470,-0.014250,-0.011964,-0.016312,-0.001739,0.017653,-0.000839,0.008563,0.005090,-0.005293,-0.005408,0.002407,-0.018059,0.000962,-0.008810,-0.002591,-0.010985,-0.002623,-0.013763,-0.013446,-0.015472,0.008381,-0.005586,-0.004152,0.009601,-0.000594,-0.004564,0.001118,0.005721,0.013970,-0.013511,0.011712,0.001927,-0.003056,0.004943
0.005148,0.003762,-0.007650,-0.011909,-0.012321,0.009011,-0.005419,-0.003309,0.003991,-0.008948,-0.005533,-0.000258,0.008407,0.002470,0.002562,-0.000789,-0.009081,0.009646,-0.008277,-0.020370,-0.004806,-0.017579,-0.005905,-0.001440,0.009609,0.016989,-0.005851,0.004795,0.005392,0.007752,-0.008663,0.008403,-0.003500,0.011593,-0.009179,-0.003315,0.012361,-0.001688,-0.005472,0.000936,0.002296,-0.026192,0.000509,-0.010084,-0.012669,0.008510,-0.008303,0.010262,0.025228
0.007343,0.006849,0.005140,-0.017624,-0.013632,0.006428,-0.011509,-0.008597,-0.004028,-0.004067,0.014984,0.022288,0.011718,-0.015421,-0.000043,0.007729,-0.002904,0.000013,0.013459,0.009330,-0.009691,-0.003656,0.024134,-0.015355,0.007851,0.006385,-0.005869,-0.005970,0.008965,0.002081,0.012561,-0.001123,-0.009068,0.002157,-0.003897,-0.008621,-0.011342,0.004953,-0.008582,0.011146,-0.010664,-0.020574,0.000184,0.002072,-0.001299,-0.018084,0.013699,0.004665,0.000761
0.002167,-0.002030,-0.009321,0.001131,0.001490,0.019465,-0.010651,-0.001387,-0.017481,0.009547,0.006766,-0.002254,0.002660,-0.003845,0.012369,-0.006366,0.002563,-0.003421,-0.007605,-0.001949,-0.003827,-0.003072,0.007851,0.000902,-0.007685,-0.005140,-0.003092,-0.024650,0.000774,-0.005044,-0.010491,0.000579,0.010102,-0.000841,-0.012345,0.008912,-0.007672,0.011600,0.015249,0.016114,0.003146,0.005535,-0.009127,0.013465,-0.002782,0.033200,0.015655,0.001681,0.022882
-0.018179,-0.000782,0.031095,-0.002278,0.000600,-0.015418,0.000028,-0.007418,-0.005569,-0.004993,0.006024,-0.010733,-0.036979,-0.003283,0.009473,-0.014520,0.018093,-0.000349,-0.001932,-0.002749,0.007461,0.000750,-0.001506,-0.005383,-0.013337,-0.000929,-0.004015,-0.003452,0.001490,0.019682,0.010197,-0.009730,0.000251,0.002685,0.001564,-0.005346,0.022233,-0.004857,-0.007506,-0.004942,0.011182,0.003950,0.001766,0.006953,-0.003936,0.005065,-0.005607,-0.001386,-0.012988
